"According to the text, what are the two main jobs of a computer?",Processing and networking,Input and output,I/O and computing,Storage and display,User interaction and security,C,The text explicitly states that a computer's main jobs are 'I/O and computing'.
Under what condition might a user process block when writing data to a STREAMS connection?,If the device driver is not yet initialized.,If the stream head has no room for the message to be copied.,If the next queue in the stream uses flow control and has no room to copy the message.,If the `write()` call is used instead of `putmsg()`.,If another user process is simultaneously reading from the same stream.,C,Writing to stream: user process blocks (if next queue uses flow control) until room to copy message.
"How does the driver end typically handle incoming data compared to the stream head, concerning flow control and blocking?",Both the driver end and stream head are designed to block if their buffers are full.,"The driver end must handle all incoming data, unlike the stream head which may block.","The stream head must handle all incoming data, unlike the driver end which may block.",Neither can block; they both always drop data if full.,"Only the stream head supports flow control, the driver end does not.",B,"Unlike stream head (may block), driver end must handle all incoming data. Drivers must support flow control."
What commonly happens if a device's internal buffer becomes full when processing data from a STREAMS connection?,The device driver automatically expands its buffer size.,The device typically drops the incoming messages.,"The stream immediately terminates, requiring re-initialization.",The user process is notified to re-send the data at a later time.,Flow control mechanisms are temporarily disabled to force data through.,B,"If device buffer full: device typically drops incoming messages (e.g., network card)."
What is cited as a major benefit of the STREAMS mechanism in UNIX systems?,It provides a robust security layer for all kernel-level I/O operations.,It eliminates the need for physical device drivers in the kernel.,"It offers a framework for modular, incremental device drivers and network protocols.",It guarantees hard real-time performance for all connected devices.,"It simplifies memory management, reducing memory footprint for I/O.",C,"Benefit of STREAMS: framework for modular, incremental device drivers and network protocols."
A key advantage of STREAMS modules is their reusability. What does this mean in practice?,Modules can be dynamically loaded and unloaded without system reboot.,A single module can be used by different streams or for different devices.,"Modules can be written in any programming language, independent of the kernel language.",Modules can automatically adapt to new hardware without modification.,"Modules can be combined into a single, monolithic driver for performance.",B,"Modules reusable by different streams/devices (e.g., networking module for Ethernet and 802.11 wireless)."
"Beyond just unstructured byte streams, what additional information does STREAMS support transfer between modules?",File permissions and ownership details.,CPU utilization metrics for each module.,Message boundaries and control information.,Process IDs and user credentials for security.,Detailed kernel stack trace data for debugging.,C,STREAMS 'Supports message boundaries and control info between modules (not just unstructured byte stream)'.
Which well-known mechanism is mentioned as being implemented using STREAMS in System V UNIX and Solaris?,Virtual memory paging.,Process scheduling algorithms.,File system journaling.,The socket mechanism.,Inter-process communication (IPC) shared memory.,D,Example: System V UNIX and Solaris implement socket mechanism using STREAMS.
Which of the following is identified as a major factor significantly impacting overall system performance?,CPU clock speed,Memory bus bandwidth,I/O operations,GPU processing power,Disk storage capacity,C,The text explicitly states: 'I/O: major factor in system performance.'
Heavy demands on the CPU due to I/O primarily involve which two activities?,Executing user application code and managing virtual memory,Performing floating-point calculations and handling network protocols,Executing device-driver code and scheduling processes (block/unblock),Managing file system access and caching frequently used data,Initializing hardware components and monitoring system temperature,C,"The text states that heavy I/O demands on the CPU include 'execute device-driver code, schedule processes (block/unblock).'"
What is the primary effect of context switches on system resources?,They reduce memory consumption by flushing caches.,They stress the CPU and hardware caches.,They eliminate the need for interrupt handling.,They always improve system throughput.,They increase network latency.,B,The text indicates: 'Context switches: stress CPU and hardware caches.'
How do data copies between controllers/physical memory and kernel buffers/application space impact the system?,They reduce the overall system latency.,They offload work from the main CPU.,They improve the efficiency of interrupt handling.,They load the memory bus.,They directly increase CPU clock speed.,D,"The text states: 'Loads memory bus: data copies between controllers/physical memory, and kernel buffers/application space.'"
Which statement accurately describes the cost of interrupt handling?,It is generally inexpensive and simple.,It involves only executing the handler code.,"It is relatively expensive due to state changes, handler execution, and state restoration.",It is more efficient than Programmed I/O (PIO) in all scenarios.,It primarily stresses the network interface card.,C,"The text explicitly mentions: 'Interrupt handling: relatively expensive (state change, execute handler, restore state).'"
Under what condition can Programmed I/O (PIO) be more efficient than interrupt-driven I/O?,When the system is experiencing low I/O demands.,If busy waiting is completely eliminated.,When the amount of data transferred is very large.,If busy waiting is minimized.,When the CPU is dedicated solely to I/O tasks.,D,The text states: 'Programmed I/O (PIO) can be more efficient than interrupt-driven I/O if busy waiting minimized.'
What is a direct consequence of an I/O completion unblocking a process?,Reduced CPU utilization.,Elimination of context switches.,An increase in memory bus bandwidth.,A full context switch overhead.,Improved cache hit rates.,D,The text notes: 'I/O completion unblocks process: leads to full context switch overhead.'
Which of the following activities is known to cause a high context-switch rate?,Intensive CPU computation,Large file transfers via local disk,Network traffic,Memory defragmentation,System boot-up sequence,C,The text states: 'Network traffic: high context-switch rate.'
"In the remote login character example, which component is responsible for receiving the typed character from the keyboard and generating an interrupt?",The user process,The kernel's network layers,The keyboard itself (or its controller),The network device driver,The interrupt handler,C,"The sequence starts with 'character typed -> keyboard interrupt', implying the keyboard hardware/controller generates the initial interrupt."
"During a remote login session, what is a significant overhead observed throughout the process of sending and receiving a character?",Excessive disk I/O operations,Continuous memory page faults,Frequent context switches and state switches,CPU idle time due to waiting for network packets,Graphics rendering delays,C,The text concludes the remote login example with: 'Throughout: context switches and state switches.'
What is the purpose of using separate front-end processors for terminal I/O in some systems?,To increase the main CPU's interrupt burden.,To solely manage network connections.,To reduce the main CPU's interrupt burden.,To perform only mathematical computations.,To act as a secondary storage device.,C,The text states: 'Some systems use separate front-end processors for terminal I/O to reduce main CPU interrupt burden.'
What is a 'terminal concentrator'?,A device that consolidates CPU processing from multiple servers.,A type of front-end processor that multiplexes traffic from hundreds of remote terminals into one port.,A specialized memory unit for high-speed I/O.,A software component that manages display output for terminals.,A network switch for local area networks.,B,The text and glossary define a 'terminal concentrator' as a 'Type of front-end processor for terminals' that 'multiplexes traffic from hundreds of remote terminals into one port.'
What is the primary role of an I/O channel in mainframes and high-end systems?,To handle user interface graphics.,To offload I/O work from the main CPU and ensure smooth data flow.,To manage inter-process communication within the kernel.,To perform general-purpose computing tasks.,To provide power supply redundancy.,B,"The text describes the 'Channel job' as: 'offload I/O work from main CPU, keep data flowing smoothly.' The glossary defines an 'I/O channel' as 'Dedicated, special-purpose CPU in large systems for I/O or offloading main CPU.'"
Which of the following is NOT listed as a principle to improve I/O efficiency?,Reduce number of context switches.,Increase data copies in memory.,Reduce interrupt frequency.,Increase concurrency using DMA-knowledgeable controllers.,"Balance CPU, memory subsystem, bus, I/O performance.",B,"One of the principles listed is to 'Reduce data copies in memory (between device/application)', making 'Increase data copies in memory' the incorrect option."
How can interrupt frequency be reduced to improve I/O efficiency?,By using smaller data transfers.,By decreasing the intelligence of controllers.,By always using interrupt-driven I/O.,"By using large transfers, smart controllers, or polling (if busy waiting minimal).",By increasing the number of context switches.,D,"The text lists: 'Reduce interrupt frequency: use large transfers, smart controllers, polling (if busy waiting minimal).'"
"What is the benefit of increasing concurrency in I/O operations, particularly with DMA-knowledgeable controllers/channels?",It increases the number of CPU interrupts.,It allows the CPU to directly handle all data copying.,It offloads data copying from the CPU.,It reduces the need for specialized hardware.,It simplifies the device driver design.,C,The text states: 'Increase concurrency: use DMA-knowledgeable controllers/channels to offload data copying from CPU.'
"Why is balancing the performance of CPU, memory subsystem, bus, and I/O crucial for system efficiency?",To ensure that one area's overload does not cause idleness in others.,To minimize the total power consumption.,To allow for dynamic clock frequency adjustments.,To simplify the operating system's kernel.,To reduce the physical size of the components.,A,"The text advises to 'Balance CPU, memory subsystem, bus, I/O performance: overload in one area causes idleness in others.'"
Which of the following best describes the complexity of I/O devices?,All I/O devices have uniform complexity.,"I/O device complexity varies greatly, from simple (mouse) to highly complex (Windows disk driver).",Complexity only relates to the physical size of the device.,Complexity is inversely proportional to device speed.,Complexity is determined solely by the amount of data transferred.,B,"The text states: 'I/O device complexity varies (mouse simple, Windows disk driver complex).'"
A Windows disk driver typically performs all of the following functions EXCEPT:,Managing individual disks.,Implementing RAID arrays.,Converting requests to disk I/O.,Directly rendering graphical output to the display.,Error handling and data recovery.,D,"The text lists functions of a Windows disk driver: 'manages individual disks, implements RAID arrays, converts requests to disk I/O, error handling, data recovery, optimizes performance.' Display rendering is not mentioned as its function."
Which of the following represents the typical progression observed when implementing I/O functionality?,Kernel -> Application -> Hardware,Application -> Hardware -> Kernel,Hardware -> Kernel -> Application,Application -> Kernel -> Hardware,Kernel -> Hardware -> Application,D,The text describes the progression as: 'Initially: experimental I/O algorithms at application level. -> When proven: reimplement in kernel. -> Highest performance: specialized implementation in hardware (device or controller).'
What is a disadvantage of implementing experimental I/O algorithms at the application level?,Bugs are likely to crash the entire system.,It requires frequent reboots and driver reloads after code changes.,It is generally less flexible compared to kernel implementation.,It is inefficient due to context switch overhead and lack of kernel access.,It provides the highest possible performance.,D,"The text lists disadvantages of application level implementation: 'Inefficient: context switch overhead, no internal kernel data/functionality (messaging, threading, locking).'"
What is a primary benefit of reimplementing proven I/O algorithms from the application level into the kernel?,It makes development easier and faster.,It improves system performance.,It eliminates the need for debugging.,It reduces the complexity of the kernel.,It allows user processes to directly access hardware.,B,The text states that reimplementation in kernel 'Improves performance.'
"What is a major drawback of implementing I/O functionality at the specialized hardware level (e.g., a device or controller)?",It offers lower performance than software implementations.,It significantly decreases development time.,It is flexible and allows kernel influence over I/O order.,"Difficulty and expense of improvements/bug fixes, and decreased flexibility.",It increases context switch overhead.,D,"The text lists disadvantages of hardware implementation: 'Disadvantages: difficulty/expense of improvements/bug fixes. ... Decreased flexibility (e.g., hardware RAID controller may not allow kernel to influence I/O order/location).'"
"Which of the following I/O technologies is nearing DRAM speeds, increasing pressure on I/O subsystems?",Hard Disk Drives (HDD),Solid-State Drives (SSD),Non-Volatile Memory (NVM) devices,Peripheral Component Interconnect Express (PCIe),Small Computer System Interface (SCSI),C,The text states: 'I/O devices increasing in speed (NVM devices nearing DRAM speed).'
Front-end processors are best described as:,The main CPU of a system.,Small computers that manage I/O and offload the main CPU.,Graphics processing units (GPUs).,Memory modules used for caching.,Network interface cards (NICs).,B,"The glossary defines 'front-end processors' as 'Small computers performing tasks in overall system; manage I/O, offload CPU.'"
Which of the following correctly identifies the basic hardware elements of an I/O system?,"CPUs, RAM, and hard drives","Buses, device controllers, and devices","Operating systems, applications, and networks","Keyboards, mice, and monitors","File systems, directories, and files",B,"The text explicitly states that 'Basic I/O hardware elements' are 'buses, device controllers, devices'."
Data movement for I/O operations can be managed by which two primary mechanisms?,User applications or network protocols,System calls or library functions,CPU (programmed I/O) or DMA controller,Interrupt handlers or signal processors,Caching mechanisms or buffering techniques,C,The text indicates 'Data movement: CPU (programmed I/O) or DMA controller'.
What is a device driver primarily defined as?,A user-level application for hardware diagnostics,A kernel module responsible for controlling a specific device,A hardware component that manages I/O operations,A network protocol used for device communication,A file system component for storing device configurations,B,The text defines 'Device driver' as a 'kernel module controlling a device'.
Which of the following is NOT listed as a basic hardware category handled by the system-call interface?,Block devices,Network sockets,Character-stream devices,Graphics processing units (GPUs),Programmed interval timers,D,"The text lists 'block devices, character-stream devices, memory-mapped files, network sockets, programmed interval timers' as categories handled by the system-call interface. GPUs are not mentioned."
What is the typical behavior of system calls in relation to the process that invokes them?,They always execute in parallel with the process.,They usually block the process until completion.,They immediately return control to the process without waiting.,They always trigger an error if the process tries to sleep.,They are exclusively handled by user-level libraries.,B,The text mentions 'System calls usually block processes'.
Under what circumstances are nonblocking or asynchronous system calls typically used?,To ensure maximum process sleep time,For applications that require user interaction to pause,When kernel/applications must not sleep,To simplify the process of context switching,Only for non-critical background tasks,C,The text states 'nonblocking/asynchronous calls used by kernel/applications that must not sleep'.
Which of the following is a service provided by the kernel's I/O subsystem?,User interface design,I/O scheduling,Database indexing,Web server management,Application compilation,B,The text lists 'I/O scheduling' as one of the services provided by the kernel's I/O subsystem.
The kernel's I/O subsystem provides a comprehensive set of services. Which of the following lists accurately represents some of these services?,"Process creation, memory allocation, and CPU scheduling","File encryption, network routing, and graphic rendering","I/O scheduling, buffering, and error handling","User authentication, printer configuration, and sound mixing","Device driver development, application debugging, and system backup",C,"The text explicitly lists 'I/O scheduling, buffering, caching, spooling, device reservation, error handling' as services provided by the kernel's I/O subsystem. Option C correctly includes three of these."
What is the primary purpose of 'Name translation' in the context of I/O?,To convert binary data into human-readable text.,To connect hardware devices to symbolic file names.,To translate network addresses into IP addresses.,To encrypt and decrypt data for security purposes.,To optimize the performance of CPU caches.,B,The text states 'Name translation: connects hardware devices to symbolic file names'.
Name translation for I/O devices involves multiple mapping levels. Which sequence best describes these levels?,Physical addresses → character-string names → device drivers/addresses,Device drivers/addresses → physical addresses → character-string names,Character-string names → physical addresses → device drivers/addresses,Character-string names → device drivers/addresses → physical addresses,Physical addresses → device drivers/addresses → character-string names,D,The text specifies the mapping levels as 'character-string names → device drivers/addresses → physical addresses (I/O ports/bus controllers)'.
"Where can device name mapping occur, according to the provided text?",Only within the file-system name space (UNIX),Only within a separate device name space (MS-DOS),Within the file-system name space (UNIX) or a separate device name space (MS-DOS),Exclusively in the kernel's memory space,"Only at the hardware level, independent of the operating system",C,The text states 'Mapping can be within file-system name space (UNIX) or separate device name space (MS-DOS)'.
What is 'STREAMS' in the context of UNIX systems?,A method for inter-process communication via shared memory,A mechanism for dynamic assembly of driver code pipelines,A specific type of network file system protocol,A utility for managing background processes,A command-line interpreter for system administration,B,The text defines 'STREAMS' as a 'UNIX mechanism for dynamic assembly of driver code pipelines'.
"When drivers are stacked using mechanisms like STREAMS, how does data typically flow?","Only in one direction, from top to bottom",Randomly jumping between stacked drivers,Sequentially and bidirectionally,In parallel streams that merge at the end,Only during the initialization phase,C,"The text notes that when drivers are stacked, 'data passes sequentially and bidirectionally'."
"Which of the following is identified as a primary cost associated with I/O system calls, specifically due to crossing the kernel protection boundary?",Increased network latency,Context switching,Disk defragmentation,Memory leak detection,User interface rendering,B,The text lists 'Context switching (kernel protection boundary)' as a cost of I/O system calls.
A significant CPU/memory load cost associated with I/O system calls comes from what operation?,Frequent CPU clock frequency adjustments,Dynamic memory allocation for user applications,Data copying between kernel buffers and application space,Execution of graphics rendering pipelines,Pre-fetching instructions for future execution,C,The text explicitly states 'CPU/memory load for data copying (kernel buffers ↔ application space)' as a cost.
"Besides context switching and data copying, what other factor contributes to the high cost of I/O system calls?",The need for physical device maintenance,User-level library function calls,Signal/interrupt handling,Compiler optimization levels,The size of the system's hard drive,C,The text lists 'Signal/interrupt handling' as another factor contributing to the cost of I/O system calls.
