What is the fundamental definition of a process?,A file stored on a disk containing executable code.,A program in execution.,A passive entity waiting to be loaded into memory.,A set of commands executed by a batch system.,A CPU register indicating the next instruction location.,B,The text explicitly defines a process as 'Program in execution'.
"What are ""anonymous pipes"" according to the glossary?",Named pipes on UNIX systems.,Ordinary pipes on Windows systems.,Pipes that can communicate across networks.,Bidirectional pipes used for server-client communication.,Pipes that do not require a parent-child relationship.,B,The glossary defines 'anonymous pipes' as: 'Ordinary pipes on Windows systems.'
Which two primary Interprocess Communication (IPC) techniques are commonly focused on in client-server systems for network communication?,Shared queues and message boards,Semaphores and mutexes,Sockets and Remote Procedure Calls (RPCs),Pipes and named pipes,File locking and memory-mapped files,C,"The text explicitly states that client-server systems focus on sockets and Remote Procedure Calls (RPCs) for communication, building upon general IPC techniques like shared memory and message passing."
What is the primary definition of a 'socket' in the context of network communication?,A physical port on a network card.,A specific software application used for data transfer.,"An endpoint for communication, typically identified by an IP address and port number.",A dedicated communication channel between two physical machines.,A protocol for establishing secure network connections.,C,The text defines a socket as 'An endpoint for communication' and states that it is 'Identified by IP address + port number'.
"In a client-server architecture, how are network communication endpoints identified for a unique connection?",By the server's IP address and a dynamically assigned client ID.,"By a unique pair of sockets, each identified by an IP address and port number.",By a MAC address and a randomly generated session key.,By the client's hostname and the server's service name.,By a global connection ID managed by a central directory service.,B,"The text states that a connection is identified by a 'unique pair of sockets (client IP:port, server IP:port)'."
Which range of port numbers is typically reserved for 'well-known ports' in network communication?,Above 65535,1024 to 49151,Below 1024,49152 to 65535,Any port number can be well-known depending on the application.,C,"The text specifies 'Well-known ports: Below 1024 (e.g., SSH 22, FTP 21, HTTP 80)'."
"When a client establishes a connection to a server, what kind of port number is typically assigned to the client?","A well-known port number below 1024, like 80.",A randomly assigned port number greater than 1024.,The same port number as the server is listening on.,"Port number 0, indicating a default assignment.",A port number determined by the server's response.,B,The text states 'Client assigned arbitrary port > 1024'.
"In Java, which class is used to implement connection-oriented (TCP) socket communication?",`DatagramSocket`,`ServerSocket`,`MulticastSocket`,`Socket`,`StreamSocket`,D,The text identifies `Socket` class for 'Connection-oriented (TCP)' communication in Java.
Which Java class is used for connectionless (UDP) socket communication?,`Socket`,`ServerSocket`,`DatagramSocket`,`MulticastSocket`,`UDPConnection`,C,The text identifies `DatagramSocket` class for 'Connectionless (UDP)' communication in Java.
What is the primary function of the `accept()` method on a `ServerSocket` in a TCP server application?,It immediately establishes a connection to a client.,It sends a confirmation message to a client.,"It blocks until a client connects, then returns a new `Socket` object for communication.",It closes the server socket after a connection is established.,It retrieves data from the connected client.,C,"For a TCP server, the text explains: 'Server creates `ServerSocket`, `accept()` blocks until client connects. `accept()` returns `Socket` for communication'."
"What does the IP address 127.0.0.1, also known as 'loopback', represent?",The default gateway for a network.,A special address used for broadcasting to all devices on a local network.,"A network interface that refers to the local host (self), allowing client/server on the same machine to communicate.",An IP address reserved for external internet connections only.,A placeholder for an unknown IP address.,C,"The text defines 'Loopback (127.0.0.1)' as referring to self, allowing client/server on same host to communicate via TCP/IP."
What is a characteristic of sockets regarding the data they transfer?,They automatically impose a structured format on all data.,They are high-level interfaces that handle data interpretation.,"They transmit an unstructured stream of bytes, requiring the application to impose data structure.","They only support text-based data transfer, not binary.","They are primarily used for control signals, not actual data payload.",C,The text states: 'Sockets are low-level: unstructured stream of bytes. Application imposes data structure'.
What do Remote Procedure Calls (RPCs) abstract for network connections?,The underlying operating system kernel.,The complexities of file system operations.,"The procedure-call mechanism, making remote calls appear local.",The process of compiling and linking code.,The user interface design for distributed applications.,C,The text defines RPCs as abstracting 'procedure-call mechanism for network connections' and states that a 'Client invokes remote procedure as if local'.
"In the context of RPCs, what is the role of a 'stub'?",It is a server-side daemon that listens for incoming RPC requests.,It is client-side code that hides the communication details of invoking a remote procedure.,It is a debugging tool used to trace RPC calls.,It is a network protocol specifically designed for RPC communication.,It is a server's database of available remote procedures.,B,The text defines 'Stub' as 'Client-side code that hides communication details'.
"What is 'parameter marshaling' in RPC, and what problem does it address?","It is the process of compressing parameters to reduce network bandwidth, addressing slow network speeds.","It is the conversion of parameters to a machine-independent format, addressing data representation differences like big-endian vs. little-endian.","It is the encryption of parameters for security, addressing eavesdropping concerns.","It is the validation of parameters against a schema, addressing data integrity issues.","It is the process of passing parameters by reference instead of by value, addressing memory efficiency.",B,"The text explains 'Parameter marshaling: Handles data representation differences (e.g., big-endian vs. little-endian)' and uses a 'machine-independent representation' like XDR."
Which of the following is an example of a machine-independent representation used for parameter marshaling in RPC?,ASCII,UTF-8,External Data Representation (XDR),JSON,XML,C,"The text specifically mentions 'Uses machine-independent representation (e.g., External Data Representation (XDR))'."
Which of the following describes the 'at most once' semantic for RPC calls?,"The OS guarantees the message is acted on exactly one time, regardless of network errors.",The server uses a timestamp and ignores messages with repeated timestamps to prevent duplicate actions.,The client retries sending the message indefinitely until an acknowledgment is received.,The RPC call will always succeed on the first attempt.,The server stores a complete log of all RPC calls and processes them sequentially.,B,"The text states for 'At most once': 'Attach timestamp to message. Server keeps history, ignores repeated timestamps'."
What is the challenge with implementing 'exactly once' semantics for RPC calls?,It requires less network bandwidth but more CPU usage.,It is conceptually simpler but prone to deadlocks.,It is easier to implement but offers weaker reliability guarantees.,It is harder to implement due to the complexities of network failures and acknowledgments.,"It is only possible in local procedure calls, not remote ones.",D,The text states: 'Exactly once: OS ensures message acted on once. Harder to implement'.
"In RPC, what is the primary purpose of 'binding'?",To encrypt the RPC messages for secure communication.,To ensure that the client knows the server's port numbers.,To convert data types between client and server architectures.,To establish a persistent connection between the client and server.,To determine the order in which RPC calls are executed.,B,The text explains: 'Binding: Client needs to know server port numbers'.
Which RPC binding mechanism offers greater flexibility by allowing clients to request port addresses from a daemon?,Predetermined binding,Static binding,Compile-time binding,Dynamic binding (Rendezvous/matchmaker),Fixed-port binding,D,The text states: 'Dynamic: Rendezvous (or matchmaker) daemon on fixed RPC port. Client requests port address from daemon. More flexible'.
What is the primary function of the 'binder' framework in Android RPC?,It provides the user interface for Android applications.,It manages external hardware connections for Android devices.,It is a framework for IPC between processes on the same Android system.,It handles network routing for Android devices.,It compiles Android application code into executable binaries.,C,The text states: 'Android RPC: IPC between processes on same system via binder framework'.
"In Android, what is an 'application component'?",A proprietary Android library.,The core executable file of an Android app.,A basic building block that provides utility to an Android app.,The XML manifest file for an Android app.,A background process that monitors system health.,C,The text defines 'Application component' as a 'Basic building block for Android app' and later in the glossary as 'a basic building block that provides utility to an Android app'.
What is a 'Service' in the context of Android application components?,A component that always has a user interface.,A component designed exclusively for displaying advertisements.,"An application component with no user interface, running in the background.",A component responsible for rendering graphics on the screen.,A database management system integrated into Android.,C,"The text defines 'Service' as 'Application component with no UI, runs in background'."
"When an Android client binds to a service using `bindService()`, what method is invoked on the service, and what can it return for RPC?",`onCreate()` which returns `null`.,`onStartCommand()` which returns an `Intent`.,`onDestroy()` which returns a `boolean`.,`onBind()` which returns a `Messenger` (for message passing) or an interface (for RPC).,`onUnbind()` which returns an `IBinder`.,D,"The text states: '`onBind()`: invoked on service, returns `Messenger` (for message passing) or interface (for RPC)'."
What is the purpose of Android Interface Definition Language (AIDL) in Android RPC?,To define the graphical user interface for Android apps.,To create the database schema for persistent storage.,To generate the stub files (client interface) for remote method calls.,To manage network permissions for Android applications.,To optimize the performance of background services.,C,The text mentions: 'Uses Android Interface Definition Language (AIDL) to create stub files (client interface)'.
Which term describes a system architecture where the most significant byte in a sequence of bytes is stored first?,Little-endian,Middle-endian,Big-endian,Mixed-endian,Byte-aligned,C,The glossary defines 'big-endian' as 'A system architecture in which the most significant byte in a sequence of bytes is stored first'.
Which term describes a system architecture where the least significant byte in a sequence of bytes is stored first?,Big-endian,Middle-endian,Little-endian,Mixed-endian,Word-aligned,C,The glossary defines 'little-endian' as 'A system architecture that stores the least significant byte first in a sequence of bytes'.
What is the primary role of the Microsoft Interface Definition Language (MIDL) in Windows RPC?,To define the network protocols used for RPC.,To write client stub code and descriptors for RPC.,To encrypt RPC messages for secure transmission.,To manage server resources for remote procedures.,To perform dynamic binding for RPC calls.,B,"The text mentions for Windows: 'Stub code from Microsoft Interface Definition Language (MIDL)' and the glossary defines MIDL as 'used, e.g., to write client stub code and descriptors for RPC'."
Which of the following accurately describes a process and how its status is represented?,"A process is a compiled program, and its status is represented by its file size.","A process is a program in execution, and its status is represented by the program counter and other registers.","A process is an operating system utility, and its status is represented by network latency.","A process is a background service, and its status is represented by CPU temperature.","A process is a user interface element, and its status is represented by screen resolution.",B,"A process is defined as a program in execution, and its current activity's status is indeed represented by the program counter and other registers."
What are the four different sections that represent the layout of a process in memory?,"Kernel, User, System, Library","Input, Output, Processing, Storage","Text, Data, Heap, Stack","CPU, RAM, Disk, Network","Compile, Link, Load, Execute",C,"The four sections representing the layout of a process in memory are text, data, heap, and stack."
"As a process executes, it changes state. Which of the following lists represents the four general states of a process mentioned in the text?","Starting, Paused, Active, Finished","Ready, Running, Waiting, Terminated","Created, Suspended, Blocked, Exited","Loading, Executing, Stalled, Completed","New, Old, Current, Future",B,"The text states that the four general states of a process are ready, running, waiting, and terminated."
What is the kernel data structure that represents a process in an operating system?,File Allocation Table (FAT),Interrupt Vector Table (IVT),Process Control Block (PCB),Memory Management Unit (MMU),Global Descriptor Table (GDT),C,A Process Control Block (PCB) is explicitly identified as the kernel data structure that represents a process in an operating system.
What is the primary role of the process scheduler in an operating system?,To allocate memory to new processes.,To manage interprocess communication channels.,To select an available process to run on a CPU.,To handle network packet routing.,To perform disk defragmentation.,C,The text states that 'The role of the process scheduler is to select an available process to run on a CPU.'
When does an operating system perform a context switch?,When a new application is installed.,When the system shuts down.,When it switches from running one process to running another.,When a user logs in or out.,When a file is saved to disk.,C,A context switch occurs 'when it switches from running one process to running another.'
"Which system calls are used to create processes on UNIX and Windows systems, respectively?",create() and make_process(),new_proc() and spawn_task(),fork() and CreateProcess(),exec() and RunProgram(),init() and SystemStart(),C,"The text clearly states that 'the fork() and CreateProcess() system calls are used to create processes on UNIX and Windows systems, respectively.'"
"How does shared memory facilitate communication between processes, and which API is mentioned as providing support for it?",Processes send encrypted packets over a network; TCP/IP provides the API.,Processes use distinct memory regions and transfer data via hard drive; NTFS provides the API.,Two or more processes share the same region of memory; POSIX provides an API.,Processes utilize CPU registers to exchange data; Assembly language provides the API.,Processes communicate through dedicated hardware ports; PCI provides the API.,C,"Shared memory involves 'two (or more) processes share the same region of memory', and 'POSIX provides an API for shared memory.'"
"Which operating system is mentioned as primarily using message passing for interprocess communication, and how does this communication method generally work?",UNIX; by sharing global variables.,Linux; by accessing common files.,Mach; by exchanging messages with one another.,Windows; by direct memory access.,Android; by calling system libraries.,C,"The Mach operating system uses message passing as its primary form of interprocess communication, and this method allows processes to communicate 'by exchanging messages with one another'."
"What is the general purpose of a pipe in interprocess communication, and what are its two main forms?",To create new processes; parent and child pipes.,To manage system resources; active and inactive pipes.,To provide a conduit for two processes to communicate; ordinary and named pipes.,To allocate memory; static and dynamic pipes.,To handle network connections; inbound and outbound pipes.,C,"A pipe 'provides a conduit for two processes to communicate,' and there are 'two forms of pipes, ordinary and named.'"
What is a key characteristic required for processes to communicate effectively using ordinary pipes?,They must reside on different machines.,They must have a parent-child relationship.,They must be written in the same programming language.,They must share the same network interface.,They must be running at the same privilege level.,B,Ordinary pipes are specifically 'designed for communication between processes that have a parent-child relationship.'
Which type of pipe is described as more general and capable of allowing several processes to communicate?,Ordinary pipes,Anonymous pipes,Unidirectional pipes,Named pipes,Client-server pipes,D,Named pipes are described as 'more general and allow several processes to communicate.'
"In UNIX systems, what system call provides ordinary pipes, and what characteristic do these pipes have regarding data flow?",socket(); they are bidirectional.,pipe(); they have a read end and a write end.,create_pipe(); they are full-duplex.,fifo(); they are circular buffers.,message_queue(); they are asynchronous.,B,"UNIX systems provide ordinary pipes through the 'pipe() system call,' and 'Ordinary pipes have a read end and a write end,' implying a specific data flow direction."
What term is used for named pipes in UNIX systems?,Conduits,Channels,Sockets,FIFOs,Connectors,D,The text states that 'Named pipes in UNIX are termed FIFOs.'
"Regarding Windows pipe types, how do anonymous pipes compare to UNIX ordinary pipes, and how do Windows named pipes compare to their UNIX counterparts?",Anonymous pipes are bidirectional like UNIX ordinary pipes; Windows named pipes are less rich than UNIX FIFOs.,"Anonymous pipes are similar to UNIX ordinary pipes (unidirectional, parent-child); Windows named pipes offer a richer form of IPC than UNIX FIFOs.",Anonymous pipes are for network communication; Windows named pipes are identical to UNIX FIFOs.,Anonymous pipes are for server communication; Windows named pipes are only for local processes.,Anonymous pipes are multi-process; Windows named pipes are for single-process use.,B,"Anonymous pipes are 'similar to UNIX ordinary pipes' (unidirectional and parent-child), and 'Named pipes offer a richer form of interprocess communication than the UNIX counterpart, FIFOs.'"
What is the primary function of sockets in client-server communication?,To create visual user interfaces.,To manage database transactions.,To allow two processes on different machines to communicate over a network.,To encrypt data before storage.,To perform arithmetic operations efficiently.,C,Sockets 'allow two processes on different machines to communicate over a network.'
What concept do Remote Procedure Calls (RPCs) abstract in the context of interprocess communication?,Memory allocation for concurrent processes.,"The concept of function (procedure) calls, allowing invocation on another process on a separate computer.",Direct hardware access for peripheral devices.,Graphical rendering for distributed applications.,File system navigation across different operating systems.,B,RPCs 'abstract the concept of function (procedure) calls in such a way that a function can be invoked on another process that may reside on a separate computer.'
"What form of interprocess communication does the Android operating system use, and what framework supports it?",Shared Memory; the Dalvik framework.,Message Passing; the Activity framework.,Pipes; the Services framework.,Remote Procedure Calls (RPCs); its binder framework.,Sockets; the Network framework.,D,The Android operating system 'uses RPCs as a form of interprocess communication using its binder framework.'
